index,season,date,matchday,referee,stadium_name,attendance,h_team,a_team,h_result,a_result,h_points,a_points,h_goals,a_goals,h_ht_goals,a_ht_goals,h_shots_on_goal,a_shots_on_goal,a_possession,h_possession,h_fouls,a_fouls,h_red,a_red,h_yellow,a_yellow,h_corners,a_corners,h_odds,draw_odds,a_odds,h_pre_xg,a_pre_xg,h_xg,a_xg,h_shots_on,a_shots_on,h_shots_off,a_shots_off
642,16-17,Aug 28 2016,7,N/A,Sydbank Park,6658,AaB,AGF,Won,Lost,3,0,2,1,0,0,9,17,0.56,0.44,7,14,0,0,2,2,2,6,1.9,3.82,4.23,0,0,0,0,5,7,4,10
643,16-17,Aug 28 2016,7,N/A,EWII Park (Odense),6043,Viborg,Midtjylland,Draw,Draw,1,1,0,0,0,0,18,17,0.54,0.46,10,9,0,0,1,1,6,5,2.93,3.59,2.47,0,0,0,0,4,6,14,11
644,16-17,Sep 09 2016,8,N/A,Brøndby Stadion,4128,Randers,Lyngby,Won,Lost,3,0,2,0,2,0,9,12,0.61,0.39,12,10,1,0,2,3,6,16,1.79,3.75,4.98,0,0,0,0,4,0,5,12
645,16-17,Sep 09 2016,8,N/A,Aalborg Portland Park,7161,Midtjylland,Esbjerg,Won,Lost,3,0,3,0,0,0,23,6,0.41,0.59,9,8,0,0,1,2,6,0,1.6,4.33,5.92,0,0,0,0,9,2,14,4
646,16-17,Sep 10 2016,8,N/A,Energi Viborg Arena,3096,Viborg,Horsens,Lost,Won,0,3,2,4,2,1,14,14,0.43,0.57,7,15,0,0,3,1,4,7,2.1,3.48,3.82,0,0,0,0,5,6,9,8
647,16-17,Sep 10 2016,8,N/A,BioNutria Park Randers,14219,København,OB,Won,Lost,3,0,2,0,0,0,23,7,0.44,0.56,11,14,0,0,1,2,8,3,1.51,4.49,7.07,0,0,0,0,10,3,13,4
648,16-17,Sep 11 2016,8,N/A,MCH Arena,4820,Sønderjyske,Silkeborg,Draw,Draw,1,1,2,2,0,0,14,16,0.48,0.52,9,9,0,0,1,0,5,4,1.66,4.06,5.68,0,0,0,0,6,4,8,12
649,16-17,Sep 11 2016,8,N/A,Energi Viborg Arena,11727,AaB,Brøndby,Lost,Won,0,3,0,1,0,1,8,20,0.47,0.53,15,15,0,0,0,2,6,6,2.96,3.54,2.47,0,0,0,0,3,9,5,11
650,16-17,Sep 12 2016,8,N/A,Telia Parken,7563,AGF,Nordsjælland,Won,Lost,3,0,3,1,0,1,17,8,0.37,0.63,13,13,0,0,1,1,13,1,2.06,3.66,3.75,0,0,0,0,9,4,8,4
651,16-17,Sep 16 2016,9,N/A,Sydbank Park,4450,Esbjerg,Randers,Draw,Draw,1,1,1,1,1,0,10,15,0.54,0.46,10,7,0,0,0,1,6,7,3.45,3.58,2.19,0,0,0,0,3,6,7,9
652,16-17,Sep 17 2016,9,N/A,Aalborg Portland Park,4164,Silkeborg,AGF,Won,Lost,3,0,1,0,0,0,12,10,0.55,0.45,9,13,0,0,1,2,5,5,3.48,3.72,2.13,0,0,0,0,4,3,8,7
653,16-17,Sep 18 2016,9,N/A,Ceres Park,2887,Nordsjælland,Sønderjyske,Lost,Won,0,3,2,3,2,0,15,19,0.44,0.56,15,16,0,0,1,2,2,5,2.7,3.46,2.73,0,0,0,0,8,4,7,15
654,16-17,Sep 18 2016,9,N/A,Blue Water Arena,6520,OB,Midtjylland,Lost,Won,0,3,0,1,0,0,17,17,0.49,0.51,9,12,0,0,4,4,5,6,3.27,3.69,2.23,0,0,0,0,3,10,14,7
655,16-17,Sep 18 2016,9,N/A,MASCOT PARK (Silkeborg),15778,Brøndby,Viborg,Lost,Won,0,3,1,2,0,1,14,13,0.55,0.45,8,8,0,0,2,2,4,9,1.57,4.3,6.45,0,0,0,0,8,7,6,6
656,16-17,Sep 18 2016,9,N/A,Right to Dream Park,6095,Horsens,København,Lost,Won,0,3,0,2,0,2,4,14,,,4,1,0,0,3,1,0,6,7.65,4.65,1.47,0,0,0,0,2,5,2,9
657,16-17,Sep 19 2016,9,N/A,EWII Park (Odense),2648,Lyngby,AaB,Won,Lost,3,0,1,0,0,0,7,11,0.6,0.4,14,11,0,0,4,1,3,6,3.14,3.6,2.33,0,0,0,0,3,3,4,8
658,16-17,Sep 20 2016,10,N/A,Brøndby Stadion,4032,Esbjerg,Silkeborg,Draw,Draw,1,1,0,0,0,0,10,19,0.47,0.53,18,7,0,0,1,1,4,5,2.17,3.6,3.5,0,0,0,0,2,5,8,14
659,16-17,Sep 21 2016,10,N/A,CASA Arena Horsens,5729,Randers,København,Draw,Draw,1,1,2,2,1,1,11,16,0.59,0.41,17,13,0,0,1,2,3,3,6.48,4.18,1.58,0,0,0,0,7,5,4,11
660,16-17,Sep 21 2016,10,N/A,Lyngby Stadion,1528,Horsens,Nordsjælland,Draw,Draw,1,1,0,0,0,0,7,15,0.6,0.4,15,8,0,0,3,0,11,6,2.63,3.46,2.81,0,0,0,0,2,8,5,7
661,16-17,Sep 21 2016,10,N/A,Blue Water Arena,8578,AGF,Midtjylland,Draw,Draw,1,1,1,1,0,0,19,11,0.5,0.5,18,17,0,0,2,0,6,5,3.82,3.86,1.98,0,0,0,0,8,6,11,5
662,16-17,Sep 22 2016,10,N/A,BioNutria Park Randers,4747,Sønderjyske,OB,Won,Lost,3,0,1,0,1,0,17,11,0.56,0.44,15,15,0,1,1,4,3,3,2.29,3.53,3.28,0,0,0,0,6,5,11,6
663,16-17,Sep 22 2016,10,N/A,CASA Arena Horsens,7073,Lyngby,Brøndby,Won,Lost,3,0,1,0,1,0,4,20,0.65,0.35,13,16,0,0,3,2,2,10,4.63,3.93,1.81,0,0,0,0,2,9,2,11
664,16-17,Sep 22 2016,10,N/A,Ceres Park,5303,AaB,Viborg,Won,Lost,3,0,1,0,0,0,15,13,0.52,0.48,10,11,0,0,2,0,4,1,1.86,3.75,4.52,0,0,0,0,7,4,8,9
665,16-17,Sep 24 2016,11,N/A,Sydbank Park,20205,København,AGF,Won,Lost,3,0,2,0,0,0,14,5,0.37,0.63,11,20,0,0,2,3,8,1,0,0,0,0,0,0,0,2,3,12,2
666,16-17,Sep 25 2016,11,N/A,Lyngby Stadion,3126,Viborg,Lyngby,Lost,Won,0,3,0,1,0,1,20,10,0.44,0.56,9,11,0,0,1,1,6,3,2.1,3.45,3.85,0,0,0,0,3,4,17,6
667,16-17,Sep 25 2016,11,N/A,Aalborg Portland Park,5034,Randers,Sønderjyske,Lost,Won,0,3,0,4,0,2,10,16,0.49,0.51,13,9,1,0,1,2,3,4,1.99,3.49,4.22,0,0,0,0,5,8,5,8
668,16-17,Sep 25 2016,11,N/A,Telia Parken,13147,Brøndby,OB,Won,Lost,3,0,3,0,2,0,24,13,0.48,0.52,15,11,0,0,2,2,7,3,1.64,4.11,5.85,0,0,0,0,16,4,8,9
669,16-17,Sep 25 2016,11,N/A,Energi Viborg Arena,8008,Midtjylland,Horsens,Won,Lost,3,0,5,2,2,2,17,12,0.41,0.59,5,15,0,0,2,1,6,7,1.46,4.73,7.75,0,0,0,0,11,7,6,5
670,16-17,Sep 25 2016,11,N/A,BioNutria Park Randers,1288,Nordsjælland,Esbjerg,Won,Lost,3,0,3,0,2,0,17,11,0.5,0.5,12,7,0,0,3,3,4,9,2.15,3.57,3.57,0,0,0,0,10,5,7,6
671,16-17,Sep 26 2016,11,N/A,Brøndby Stadion,2623,Silkeborg,AaB,Won,Lost,3,0,5,3,2,1,15,7,0.52,0.48,10,4,0,0,0,0,6,4,3.81,3.61,2.06,0,0,0,0,9,5,6,2
672,16-17,Sep 30 2016,12,N/A,MCH Arena,6478,OB,AGF,Won,Lost,3,0,2,1,1,0,11,11,0.59,0.41,12,23,0,0,4,4,6,5,0,0,0,0,0,0,0,4,5,7,6
673,16-17,Sep 30 2016,12,N/A,Right to Dream Park,2272,Silkeborg,Nordsjælland,Draw,Draw,1,1,2,2,1,1,12,11,0.54,0.46,13,16,0,0,1,3,5,2,2.54,3.32,3.03,0,0,0,0,5,5,7,6
674,16-17,Oct 01 2016,12,N/A,MASCOT PARK (Silkeborg),1947,Horsens,Esbjerg,Won,Lost,3,0,1,0,0,0,12,14,0.59,0.41,9,8,0,0,1,0,9,8,2.36,3.38,3.27,0,0,0,0,6,4,6,10
675,16-17,Oct 02 2016,12,N/A,EWII Park (Odense),5185,AaB,Sønderjyske,Lost,Won,0,3,0,1,0,0,9,11,0.43,0.57,11,17,0,0,5,3,4,3,2.26,3.41,3.45,0,0,0,0,3,4,6,7
676,16-17,Oct 02 2016,12,N/A,MASCOT PARK (Silkeborg),1957,Lyngby,Midtjylland,Won,Lost,3,0,1,0,1,0,7,12,0.59,0.41,12,18,0,0,1,1,4,2,4.58,3.74,1.85,0,0,0,0,4,3,3,9
677,16-17,Oct 02 2016,12,N/A,CASA Arena Horsens,4137,Viborg,København,Draw,Draw,1,1,0,0,0,0,9,15,0.69,0.31,11,13,0,0,1,3,0,5,7.25,4.3,1.53,0,0,0,0,2,6,7,9
678,16-17,Oct 02 2016,12,N/A,Aalborg Portland Park,10695,Brøndby,Randers,Draw,Draw,1,1,2,2,2,0,14,10,0.46,0.54,12,13,0,0,3,1,10,4,1.66,4.08,5.64,0,0,0,0,6,5,8,5
679,16-17,Oct 14 2016,13,N/A,Lyngby Stadion,4322,Sønderjyske,Viborg,Won,Lost,3,0,1,0,0,0,17,9,0.45,0.55,10,14,0,1,2,4,6,6,2.23,3.42,3.52,0,0,0,0,6,2,11,7
680,16-17,Oct 14 2016,13,N/A,Energi Viborg Arena,5688,AGF,Horsens,Draw,Draw,1,1,1,1,0,1,16,10,0.44,0.56,13,14,0,0,2,2,5,9,1.86,3.77,4.48,0,0,0,0,4,4,12,6
681,16-17,Oct 15 2016,13,N/A,Brøndby Stadion,13187,København,Silkeborg,Won,Lost,3,0,2,0,2,0,15,6,0.36,0.64,8,7,0,0,0,0,8,3,1.28,6.03,9.99,0,0,0,0,7,6,8,0
682,16-17,Oct 16 2016,13,N/A,Sydbank Park,3351,Randers,OB,Won,Lost,3,0,3,0,1,0,11,10,0.51,0.49,10,10,0,0,1,2,3,4,2.02,3.52,4.06,0,0,0,0,5,2,6,8
683,16-17,Oct 16 2016,13,N/A,Ceres Park,5426,Nordsjælland,Brøndby,Draw,Draw,1,1,1,1,0,0,8,23,0.6,0.4,14,14,0,0,2,3,4,7,4.76,3.94,1.78,0,0,0,0,7,8,1,15
684,16-17,Oct 16 2016,13,N/A,Telia Parken,8617,Midtjylland,AaB,Won,Lost,3,0,2,0,1,0,11,16,0.51,0.49,12,12,0,0,1,3,4,8,1.82,3.88,4.59,0,0,0,0,4,7,7,9
685,16-17,Oct 17 2016,13,N/A,BioNutria Park Randers,4731,Esbjerg,Lyngby,Draw,Draw,1,1,2,2,0,2,13,17,0.55,0.45,14,9,0,0,3,2,6,5,2.68,3.32,2.85,0,0,0,0,7,9,6,8
686,16-17,Oct 21 2016,14,N/A,Right to Dream Park,5149,AaB,Nordsjælland,Draw,Draw,1,1,1,1,0,0,17,7,0.4,0.6,9,16,0,0,1,4,12,0,1.9,3.75,4.3,0,0,0,0,7,3,10,4
687,16-17,Oct 21 2016,14,N/A,MCH Arena,3326,Viborg,Silkeborg,Lost,Won,0,3,1,3,0,2,16,14,0.41,0.59,5,8,0,0,2,0,9,1,1.88,3.57,4.71,0,0,0,0,5,9,11,5
688,16-17,Oct 22 2016,14,N/A,Blue Water Arena,1085,Lyngby,Sønderjyske,Won,Lost,3,0,2,0,1,0,13,11,0.49,0.51,13,13,0,0,2,3,5,8,2.54,3.3,3.05,0,0,0,0,7,3,6,8
689,16-17,Oct 23 2016,14,N/A,Aalborg Portland Park,2233,Horsens,Randers,Won,Lost,3,0,1,0,0,0,7,14,0.69,0.31,13,8,0,0,2,1,2,5,3.23,3.38,2.38,0,0,0,0,3,5,4,9
690,16-17,Oct 23 2016,14,N/A,Energi Viborg Arena,5825,OB,København,Lost,Won,0,3,0,3,0,1,11,15,0.59,0.41,9,17,0,0,1,1,2,5,6.99,4.62,1.5,0,0,0,0,3,9,8,6
691,16-17,Oct 23 2016,14,N/A,Lyngby Stadion,10175,Brøndby,AGF,Won,Lost,3,0,1,0,0,0,13,10,0.45,0.55,12,15,0,0,1,2,2,4,1.63,4.22,5.69,0,0,0,0,5,3,8,7
692,16-17,Oct 24 2016,14,N/A,CASA Arena Horsens,4473,Esbjerg,Midtjylland,Lost,Won,0,3,1,3,1,1,10,17,0.57,0.43,11,11,0,0,0,1,4,6,4.95,3.99,1.75,0,0,0,0,5,8,5,9
693,16-17,Oct 28 2016,15,N/A,EWII Park (Odense),2412,Silkeborg,OB,Draw,Draw,1,1,1,1,0,1,11,10,0.48,0.52,9,15,0,0,0,2,9,1,2.52,3.55,2.88,0,0,0,0,6,3,5,7
694,16-17,Oct 28 2016,15,N/A,Brøndby Stadion,1808,Nordsjælland,Viborg,Won,Lost,3,0,4,3,2,0,12,10,0.4,0.6,12,10,0,0,3,1,6,4,2.46,3.45,3.04,0,0,0,0,5,7,7,3
695,16-17,Oct 29 2016,15,N/A,Blue Water Arena,1838,Lyngby,Randers,Lost,Won,0,3,0,2,0,1,9,11,0.4,0.6,8,9,0,0,2,1,3,1,2.76,3.32,2.76,0,0,0,0,7,6,2,5
696,16-17,Oct 30 2016,15,N/A,MASCOT PARK (Silkeborg),4532,Sønderjyske,Horsens,Won,Lost,3,0,2,0,1,0,15,5,0.47,0.53,12,14,0,0,5,4,4,6,1.96,3.61,4.2,0,0,0,0,7,2,8,3
697,16-17,Oct 30 2016,15,N/A,Right to Dream Park,12517,Brøndby,AaB,Won,Lost,3,0,2,0,1,0,16,11,0.49,0.51,10,5,0,0,1,0,7,7,1.71,4,5.29,0,0,0,0,7,4,9,7
698,16-17,Oct 30 2016,15,N/A,Lyngby Stadion,10624,Midtjylland,København,Lost,Won,0,3,1,3,0,2,10,12,0.57,0.43,12,15,0,0,0,2,3,6,3.73,3.55,2.1,0,0,0,0,5,6,5,6
699,16-17,Oct 31 2016,15,N/A,Sydbank Park,4674,AGF,Esbjerg,Won,Lost,3,0,6,2,1,2,20,11,0.48,0.52,15,12,0,0,1,2,6,8,1.75,3.94,5.06,0,0,0,0,13,5,7,6
700,16-17,Nov 04 2016,16,N/A,Brøndby Stadion,3012,Esbjerg,AaB,Won,Lost,3,0,3,0,2,0,9,12,0.63,0.37,10,7,0,0,1,4,1,14,3.49,3.68,2.14,0,0,0,0,7,4,2,8
701,16-17,Nov 04 2016,16,N/A,MCH Arena,5236,AGF,Silkeborg,Draw,Draw,1,1,0,0,0,0,9,8,0.44,0.56,17,15,0,0,2,3,4,2,1.87,3.75,4.47,0,0,0,0,4,4,5,4
702,16-17,Nov 05 2016,16,N/A,Ceres Park,3451,Randers,Nordsjælland,Won,Lost,3,0,2,1,1,1,0,0,-0.01,-0.01,14,10,0,0,1,1,1,1,1.86,3.57,4.8,0,0,0,0,0,0,0,0
703,16-17,Nov 06 2016,16,N/A,Blue Water Arena,4812,OB,Lyngby,Lost,Won,0,3,1,2,0,1,17,10,0.47,0.53,13,15,0,0,4,4,7,5,2.36,3.36,3.29,0,0,0,0,11,3,6,7
704,16-17,Nov 06 2016,16,N/A,Ceres Park,1962,Horsens,Midtjylland,Lost,Won,0,3,1,5,1,2,13,14,0.63,0.37,14,11,0,0,0,1,5,8,4.73,3.81,1.81,0,0,0,0,6,9,7,5
705,16-17,Nov 06 2016,16,N/A,BioNutria Park Randers,4311,Viborg,Brøndby,Lost,Won,0,3,1,2,0,1,10,14,0.59,0.41,4,7,0,0,1,0,3,6,4.56,3.69,1.87,0,0,0,0,3,9,7,5
706,16-17,Nov 06 2016,16,N/A,EWII Park (Odense),10143,København,Sønderjyske,Won,Lost,3,0,4,0,3,0,20,10,0.4,0.6,9,5,0,0,1,2,5,2,1.38,5.13,9.26,0,0,0,0,8,3,12,7
707,16-17,Nov 18 2016,17,N/A,CASA Arena Horsens,1282,Lyngby,Horsens,Lost,Won,0,3,0,1,0,0,16,10,0.4,0.6,6,10,0,0,0,3,10,4,2.13,3.43,3.78,0,0,0,0,5,3,11,7
708,16-17,Nov 18 2016,17,N/A,Energi Viborg Arena,7284,AaB,København,Lost,Won,0,3,1,2,1,2,7,10,0.54,0.46,7,13,0,0,1,2,5,5,5.85,3.9,1.67,0,0,0,0,3,6,4,4
709,16-17,Nov 19 2016,17,N/A,Telia Parken,3483,Nordsjælland,AGF,Won,Lost,3,0,3,2,2,1,11,16,0.5,0.5,13,15,0,0,2,2,5,6,2.62,3.41,2.85,0,0,0,0,9,6,2,10
710,16-17,Nov 20 2016,17,N/A,Lyngby Stadion,4857,Randers,Viborg,Won,Lost,3,0,2,1,1,1,0,0,-0.01,-0.01,6,9,0,0,0,2,6,7,1.79,3.74,5,0,0,0,0,0,0,0,0
711,16-17,Nov 20 2016,17,N/A,Aalborg Portland Park,6815,OB,Brøndby,Won,Lost,3,0,1,0,1,0,16,22,0.61,0.39,13,16,0,0,3,2,6,9,4.12,3.67,1.96,0,0,0,0,7,5,9,17
712,16-17,Nov 20 2016,17,N/A,Right to Dream Park,3322,Sønderjyske,Midtjylland,Won,Lost,3,0,1,0,0,0,22,5,0.38,0.62,8,12,0,1,1,3,14,7,4.12,3.66,1.96,0,0,0,0,4,0,18,5
713,16-17,Nov 21 2016,17,N/A,BioNutria Park Randers,2191,Silkeborg,Esbjerg,Won,Lost,3,0,3,0,2,0,11,7,-0.01,-0.01,11,9,0,0,1,1,1,10,2.17,3.52,3.56,0,0,0,0,6,3,5,4
714,16-17,Nov 25 2016,18,N/A,EWII Park (Odense),3929,AaB,Randers,Won,Lost,3,0,2,1,2,0,9,14,0.59,0.41,12,13,0,0,0,1,4,5,2.55,3.36,2.97,0,0,0,0,5,6,4,8
715,16-17,Nov 25 2016,18,N/A,Sydbank Park,2422,Horsens,AGF,Lost,Won,0,3,1,5,0,3,10,15,0.47,0.53,9,11,0,0,1,0,7,0,3.07,3.44,2.45,0,0,0,0,3,7,7,8
716,16-17,Nov 26 2016,18,N/A,MASCOT PARK (Silkeborg),1740,Viborg,Sønderjyske,Draw,Draw,1,1,2,2,1,1,14,10,0.53,0.47,13,9,0,0,1,3,1,2,2.56,3.39,2.95,0,0,0,0,8,8,6,2
717,16-17,Nov 26 2016,18,N/A,Aalborg Portland Park,4649,Lyngby,København,Lost,Won,0,3,0,1,0,1,12,16,0.5,0.5,19,11,0,0,2,3,3,4,7.65,4.51,1.49,0,0,0,0,6,6,6,10
718,16-17,Nov 27 2016,18,N/A,CASA Arena Horsens,3166,Esbjerg,Nordsjælland,Draw,Draw,1,1,2,2,0,1,12,11,0.54,0.46,8,14,0,0,0,3,5,8,2.89,3.47,2.56,0,0,0,0,7,8,5,3
719,16-17,Nov 27 2016,18,N/A,Energi Viborg Arena,7757,Brøndby,Silkeborg,Won,Lost,3,0,3,1,1,0,12,9,0.44,0.56,12,12,0,0,2,0,6,4,1.45,4.85,7.85,0,0,0,0,7,2,5,7
720,16-17,Nov 28 2016,18,N/A,Lyngby Stadion,6242,Midtjylland,OB,Won,Lost,3,0,1,0,1,0,9,13,0.5,0.5,18,11,0,0,1,1,2,2,1.49,4.63,7.18,0,0,0,0,5,3,4,10
721,16-17,Nov 29 2016,19,N/A,Blue Water Arena,4267,AGF,Lyngby,Lost,Won,0,3,0,1,0,0,19,9,0.48,0.52,16,10,0,1,3,3,9,0,2.11,3.58,3.68,0,0,0,0,14,6,5,3
722,16-17,Nov 29 2016,19,N/A,Brøndby Stadion,3847,Sønderjyske,AaB,Draw,Draw,1,1,1,1,1,0,13,8,0.46,0.54,15,13,0,0,3,5,8,2,2.43,3.45,3.09,0,0,0,0,6,5,7,3
723,16-17,Nov 29 2016,19,N/A,MCH Arena,7368,København,Viborg,Won,Lost,3,0,4,0,2,0,11,11,0.39,0.61,8,17,0,0,0,0,5,5,1.3,5.77,9.99,0,0,0,0,8,3,3,8
724,16-17,Nov 30 2016,19,N/A,Ceres Park,1315,Nordsjælland,Horsens,Won,Lost,3,0,2,1,0,1,15,13,0.34,0.66,8,12,0,0,2,1,6,4,1.92,3.68,4.31,0,0,0,0,7,3,8,10
725,16-17,Nov 30 2016,19,N/A,Sydbank Park,5259,Randers,Brøndby,Lost,Won,0,3,0,1,0,0,12,9,0.51,0.49,12,14,0,0,0,0,7,2,3.02,3.44,2.48,0,0,0,0,5,5,7,4
726,16-17,Dec 01 2016,19,N/A,Telia Parken,3943,Silkeborg,Midtjylland,Won,Lost,3,0,2,1,0,0,12,18,0.62,0.38,9,10,0,0,2,2,1,5,4.34,3.75,1.89,0,0,0,0,3,5,9,13
727,16-17,Dec 01 2016,19,N/A,Right to Dream Park,4836,OB,Esbjerg,Lost,Won,0,3,0,1,0,0,20,7,0.37,0.63,9,11,0,0,3,1,6,2,1.78,3.89,4.84,0,0,0,0,9,5,11,2
728,16-17,Dec 03 2016,20,N/A,BioNutria Park Randers,1044,Horsens,Viborg,Lost,Won,0,3,1,2,0,1,15,14,0.51,0.49,9,15,0,0,1,0,4,3,2.65,3.41,2.82,0,0,0,0,4,4,11,10
729,16-17,Dec 03 2016,20,N/A,MASCOT PARK (Silkeborg),12069,København,Randers,Won,Lost,3,0,1,0,1,0,15,9,0.45,0.55,8,22,0,0,0,1,2,1,1.46,4.62,8.19,0,0,0,0,8,3,7,6
730,16-17,Dec 04 2016,20,N/A,EWII Park (Odense),2501,Nordsjælland,OB,Lost,Won,0,3,0,1,0,0,5,7,0.48,0.52,13,15,0,0,1,3,5,3,2.51,3.53,2.91,0,0,0,0,3,4,2,3
731,16-17,Dec 04 2016,20,N/A,CASA Arena Horsens,5096,Esbjerg,Brøndby,Draw,Draw,1,1,1,1,0,0,10,20,0.59,0.41,16,16,0,0,1,2,5,11,5.78,4.01,1.66,0,0,0,0,4,5,6,15
732,16-17,Dec 04 2016,20,N/A,Telia Parken,6135,Midtjylland,AGF,Lost,Won,0,3,0,1,0,0,14,8,0.45,0.55,11,14,0,0,0,1,6,4,1.69,4.03,5.4,0,0,0,0,6,4,8,4
733,16-17,Dec 05 2016,20,N/A,Right to Dream Park,3957,Silkeborg,Sønderjyske,Draw,Draw,1,1,1,1,1,1,9,4,0.53,0.47,11,11,0,0,0,1,7,2,2.65,3.41,2.82,0,0,0,0,3,2,6,2
734,16-17,Dec 05 2016,20,N/A,Blue Water Arena,4024,AaB,Lyngby,Won,Lost,3,0,1,0,1,0,10,19,0.53,0.47,10,10,0,0,2,1,5,2,2.07,3.54,3.85,0,0,0,0,5,4,5,15
735,16-17,Dec 09 2016,21,N/A,MCH Arena,1316,Horsens,AaB,Won,Lost,3,0,3,0,1,0,17,13,0.54,0.46,16,9,0,0,2,1,2,2,3.11,3.57,2.36,0,0,0,0,6,3,11,10
736,16-17,Dec 09 2016,21,N/A,MASCOT PARK (Silkeborg),4952,Sønderjyske,Nordsjælland,Draw,Draw,1,1,0,0,0,0,12,9,0.53,0.47,12,16,0,0,1,3,1,3,2.19,3.52,3.53,0,0,0,0,5,3,7,6
737,16-17,Dec 10 2016,21,N/A,Aalborg Portland Park,2036,Lyngby,Silkeborg,Draw,Draw,1,1,1,1,1,1,16,9,0.4,0.6,11,11,0,0,1,1,6,6,2.28,3.47,3.34,0,0,0,0,6,5,10,4
738,16-17,Dec 11 2016,21,N/A,CASA Arena Horsens,4923,Randers,Esbjerg,Lost,Won,0,3,0,2,0,1,15,8,0.33,0.67,16,12,0,0,2,1,11,1,1.53,4.53,6.65,0,0,0,0,3,5,12,3
739,16-17,Dec 11 2016,21,N/A,Sydbank Park,9114,AGF,København,Lost,Won,0,3,0,1,0,1,11,6,0.56,0.44,21,14,0,1,0,2,4,7,0,0,0,0,0,0,0,4,5,7,1
740,16-17,Dec 11 2016,21,N/A,Lyngby Stadion,11061,Brøndby,Midtjylland,Won,Lost,3,0,2,1,1,1,20,9,0.42,0.58,10,14,0,0,0,1,12,2,2.09,3.64,3.66,0,0,0,0,8,3,12,6
741,16-17,Dec 12 2016,21,N/A,BioNutria Park Randers,3710,Viborg,OB,Draw,Draw,1,1,1,1,1,0,10,12,0.58,0.42,11,9,0,0,1,0,6,5,2.27,3.48,3.37,0,0,0,0,4,6,6,6
742,16-17,Feb 17 2017,22,N/A,Ceres Park,2688,Nordsjælland,Lyngby,Lost,Won,0,3,0,1,0,1,15,7,0.38,0.62,13,18,0,0,4,4,11,1,2.25,3.48,3.41,0,0,0,0,2,4,13,3
743,16-17,Feb 17 2017,22,N/A,Brøndby Stadion,4540,Esbjerg,Sønderjyske,Won,Lost,3,0,3,0,0,0,13,19,0.52,0.48,15,11,0,0,3,2,3,4,2.99,3.44,2.5,0,0,0,0,6,12,7,7
744,16-17,Feb 18 2017,22,N/A,Energi Viborg Arena,2764,Silkeborg,Horsens,Won,Lost,3,0,1,0,0,0,19,10,0.46,0.54,11,14,0,0,1,1,7,6,2.16,3.45,3.67,0,0,0,0,7,0,12,10
745,16-17,Feb 19 2017,22,N/A,Right to Dream Park,26686,København,Brøndby,Draw,Draw,1,1,0,0,0,0,8,12,0.44,0.56,14,18,0,0,4,4,5,9,1.81,3.81,4.74,0,0,0,0,3,4,5,8
746,16-17,Feb 19 2017,22,N/A,Blue Water Arena,7547,AGF,AaB,Lost,Won,0,3,1,2,0,0,13,9,0.54,0.46,27,11,0,0,5,4,4,7,2.13,3.45,3.76,0,0,0,0,8,5,5,4
747,16-17,Feb 19 2017,22,N/A,MASCOT PARK (Silkeborg),7909,Midtjylland,Viborg,Draw,Draw,1,1,0,0,0,0,12,9,0.48,0.52,12,12,1,0,4,3,11,6,1.46,4.57,8.2,0,0,0,0,4,2,8,7
748,16-17,Feb 20 2017,22,N/A,Telia Parken,3452,OB,Randers,Won,Lost,3,0,3,0,1,0,10,10,0.47,0.53,13,9,0,0,1,1,1,3,2.83,3.27,2.73,0,0,0,0,5,5,5,5
749,16-17,Feb 24 2017,23,N/A,Ceres Park,3941,Randers,Midtjylland,Lost,Won,0,3,0,2,0,1,13,15,0.45,0.55,12,17,0,0,1,3,6,5,2.85,3.28,2.71,0,0,0,0,6,8,7,7
750,16-17,Feb 25 2017,23,N/A,MCH Arena,2179,Horsens,OB,Draw,Draw,1,1,1,1,1,0,9,15,0.66,0.34,13,12,0,0,2,2,2,5,2.71,3.26,2.86,0,0,0,0,5,5,4,10
751,16-17,Feb 26 2017,23,N/A,EWII Park (Odense),5310,AaB,Silkeborg,Won,Lost,3,0,3,0,3,0,10,13,0.49,0.51,10,11,0,0,3,0,4,1,2,3.52,4.17,0,0,0,0,6,3,4,10
752,16-17,Feb 26 2017,23,N/A,BioNutria Park Randers,3716,Nordsjælland,København,Draw,Draw,1,1,1,1,0,0,8,16,0.58,0.42,15,14,0,0,2,3,3,8,5.91,4.09,1.63,0,0,0,0,2,6,6,10
753,16-17,Feb 26 2017,23,N/A,CASA Arena Horsens,6038,Sønderjyske,Brøndby,Lost,Won,0,3,1,2,1,2,26,10,0.54,0.46,10,8,0,0,3,2,8,4,3.64,3.56,2.13,0,0,0,0,14,6,12,4
754,16-17,Feb 27 2017,23,N/A,Aalborg Portland Park,1224,Lyngby,Esbjerg,Draw,Draw,1,1,0,0,0,0,7,10,0.4,0.6,7,8,0,0,1,2,10,2,2.06,3.42,4.05,0,0,0,0,4,2,3,8
755,16-17,Feb 27 2017,23,N/A,Right to Dream Park,3112,Viborg,AGF,Draw,Draw,1,1,1,1,0,1,7,15,0.42,0.58,15,14,0,0,2,1,5,3,2.55,3.34,3,0,0,0,0,3,5,4,10
756,16-17,Mar 03 2017,24,N/A,Sydbank Park,4429,Esbjerg,Viborg,Lost,Won,0,3,1,3,1,1,11,14,0.43,0.57,9,18,0,0,2,2,8,3,2.67,3.35,2.84,0,0,0,0,5,11,6,3
