index,season,date,matchday,referee,stadium_name,attendance,h_team,a_team,h_result,a_result,h_points,a_points,h_goals,a_goals,h_ht_goals,a_ht_goals,h_shots_on_goal,a_shots_on_goal,a_possession,h_possession,h_fouls,a_fouls,h_red,a_red,h_yellow,a_yellow,h_corners,a_corners,h_odds,draw_odds,a_odds,h_pre_xg,a_pre_xg,h_xg,a_xg,h_shots_on,a_shots_on,h_shots_off,a_shots_off,gps
659,16-17,Sep 21 2016,10,,CASA Arena Horsens,5729,Randers,København,Draw,Draw,1,1,2,2,1,1,11,16,0.59,0.41,17,13,0,0,1,2,3,3,6.48,4.18,1.58,0,0,0,0,7,5,4,11,"[55.87177805, 9.8575207272862]"
660,16-17,Sep 21 2016,10,,Lyngby Stadion,1528,Horsens,Nordsjælland,Draw,Draw,1,1,0,0,0,0,7,15,0.06,0.04,15,8,0,0,3,0,11,6,"12,708,333",3.46,"13,958,333",0,0,0,0,2,8,5,7,"[55.7813228, 12.505714505112913]"
661,16-17,Sep 21 2016,10,,Blue Water Arena,8578,AGF,Midtjylland,Draw,Draw,1,1,1,1,0,0,19,11,0.05,0.05,18,17,0,0,2,0,6,5,"18,194,444","18,472,222","10,972,222",0,0,0,0,8,6,11,5,"[55.48194305, 8.438397123328269]"
662,16-17,Sep 22 2016,10,,BioNutria Park Randers,4747,Sønderjyske,OB,Won,Lost,3,0,1,0,1,0,17,11,0.56,0.44,15,15,0,1,1,4,3,3,2.29,3.53,3.28,0,0,0,0,6,5,11,6,"[56.46607165, 10.010154126188361]"
663,16-17,Sep 22 2016,10,,CASA Arena Horsens,7073,Lyngby,Brøndby,Won,Lost,3,0,1,0,1,0,4,20,"4,513,889",0.35,13,16,0,0,3,2,2,10,"21,041,667","18,958,333","9,791,667",0,0,0,0,2,9,2,11,"[55.87177805, 9.8575207272862]"
664,16-17,Sep 22 2016,10,,Ceres Park,5303,AaB,Viborg,Won,Lost,3,0,1,0,0,0,15,13,0.52,0.48,10,11,0,0,2,0,4,1,"10,138,889","17,708,333",4.52,0,0,0,0,7,4,8,9,"[56.1327356, 10.196762]"
665,16-17,Sep 24 2016,11,,Sydbank Park,20205,København,AGF,Won,Lost,3,0,2,0,0,0,14,5,0.37,"4,375",11,20,0,0,2,3,8,1,0,0,0,0,0,0,0,2,3,12,2,"[55.2613291, 9.487707200000001]"
666,16-17,Sep 25 2016,11,,Lyngby Stadion,3126,Viborg,Lyngby,Lost,Won,0,3,0,1,0,1,20,10,0.44,0.56,9,11,0,0,1,1,6,3,2.01,3.45,"18,402,778",0,0,0,0,3,4,17,6,"[55.7813228, 12.505714505112913]"
667,16-17,Sep 25 2016,11,,Aalborg Portland Park,5034,Randers,Sønderjyske,Lost,Won,0,3,0,4,0,2,10,16,0.49,0.51,13,9,1,0,1,2,3,4,"11,041,667",3.49,4.22,0,0,0,0,5,8,5,8,"[57.05203525, 9.898599342025985]"
668,16-17,Sep 25 2016,11,,Telia Parken,13147,Brøndby,OB,Won,Lost,3,0,3,0,2,0,24.00.00,13,0.48,0.52,15,11,0,0,2,2,7,3,"8,611,111",4.11,"26,736,111",0,0,0,0,16,4,8,9,"[55.70270425, 12.572263776860414]"
669,16-17,Sep 25 2016,11,,Energi Viborg Arena,8008,Midtjylland,Horsens,Won,Lost,3,0,5,2,2,2,17,12,0.41,0.59,5,15,0,0,2,1,6,7,1.46,"21,736,111","34,375",0,0,0,0,11,7,6,5,"[56.455903899999996, 9.402020349999999]"
670,16-17,Sep 25 2016,11,,BioNutria Park Randers,1288,Nordsjælland,Esbjerg,Won,Lost,3,0,3,0,2,0,17,11,0.05,0.05,12,7,0,0,3,3,4,9,2.15,3.57,3.57,0,0,0,0,10,5,7,6,"[56.46607165, 10.010154126188361]"
671,16-17,Sep 26 2016,11,,Brøndby Stadion,2623,Silkeborg,AaB,Won,Lost,3,0,5,3,2,1,15,7,0.52,0.48,10,4,0,0,0,0,6,4,"18,125","16,736,111",2.06,0,0,0,0,9,5,6,2,"[55.6480283, 12.4154952]"
672,16-17,Sep 30 2016,12,,MCH Arena,6478,OB,AGF,Won,Lost,3,0,2,1,1,0,11,11,0.59,0.41,12,23,0,0,4,4,6,5,0,0,0,0,0,0,0,4,5,7,6,"[56.1169164, 8.951716477487706]"
673,16-17,Sep 30 2016,12,,Right to Dream Park,2272,Silkeborg,Nordsjælland,Draw,Draw,1,1,2,2,1,1,12,11,0.54,0.46,13,16,0,0,1,3,5,2,2.54,3.32,3.03,0,0,0,0,5,5,7,6,"[55.81619865, 12.353032590985052]"
674,16-17,Oct 01 2016,12,,MASCOT PARK (Silkeborg),1947,Horsens,Esbjerg,Won,Lost,3,0,1,0,0,0,12,14,0.59,0.41,9,8,0,0,1,0,9,8,2.36,3.38,3.27,0,0,0,0,6,4,6,10,"[56.184187, 9.5751522579733]"
675,16-17,Oct 02 2016,12,,EWII Park (Odense),5185,AaB,Sønderjyske,Lost,Won,0,3,0,1,0,0,9,11,0.43,0.57,11,17,0,0,5,3,4,3,2.26,3.41,3.45,0,0,0,0,3,4,6,7,"[55.397745, 10.35022492586062]"
676,16-17,Oct 02 2016,12,,MASCOT PARK (Silkeborg),1957,Lyngby,Midtjylland,Won,Lost,3,0,1,0,1,0,7,12,0.59,0.41,12,18,0,0,1,1,4,2,4.58,"17,638,889","10,069,444",0,0,0,0,4,3,3,9,"[56.184187, 9.5751522579733]"
677,16-17,Oct 02 2016,12,,CASA Arena Horsens,4137,Viborg,København,Draw,Draw,1,1,0,0,0,0,9,15,"4,791,667",0.31,11,13,0,0,1,3,0,5,7.25,4.03,1.53,0,0,0,0,2,6,7,9,"[55.87177805, 9.8575207272862]"
678,16-17,Oct 02 2016,12,,Aalborg Portland Park,10695,Brøndby,Randers,Draw,Draw,1,1,2,2,2,0,14,10,0.46,0.54,12,13,0,0,3,1,10,4,875,4.08,"25,277,778",0,0,0,0,6,5,8,5,"[57.05203525, 9.898599342025985]"
679,16-17,Oct 14 2016,13,,Lyngby Stadion,4322,Sønderjyske,Viborg,Won,Lost,3,0,1,0,0,0,17,9,0.45,0.55,10,14,0,1,2,4,6,6,2.23,3.42,3.52,0,0,0,0,6,2,11,7,"[55.7813228, 12.505714505112913]"
680,16-17,Oct 14 2016,13,,Energi Viborg Arena,5688,AGF,Horsens,Draw,Draw,1,1,1,1,0,1,16,10,0.44,0.56,13,14,0,0,2,2,5,9,"10,138,889","17,847,222",4.48,0,0,0,0,4,4,12,6,"[56.455903899999996, 9.402020349999999]"
681,16-17,Oct 15 2016,13,,Brøndby Stadion,13187,København,Silkeborg,Won,Lost,3,0,2,0,2,0,15,6,0.36,"4,444,444",8,7,0,0,0,0,8,3,1.28,6.03,"44,375",0,0,0,0,7,6,8,0,"[55.6480283, 12.4154952]"
682,16-17,Oct 16 2016,13,,Sydbank Park,3351,Randers,OB,Won,Lost,3,0,3,0,1,0,11,10,0.51,0.49,10,10,0,0,1,2,3,4,2.02,3.52,4.06,0,0,0,0,5,2,6,8,"[55.2613291, 9.487707200000001]"
683,16-17,Oct 16 2016,13,,Ceres Park,5426,Nordsjælland,Brøndby,Draw,Draw,1,1,1,1,0,0,8,23,0.06,0.04,14,14,0,0,2,3,4,7,"21,944,444","19,027,778","9,583,333",0,0,0,0,7,8,1,15,"[56.1327356, 10.196762]"
684,16-17,Oct 16 2016,13,,Telia Parken,8617,Midtjylland,AaB,Won,Lost,3,0,2,0,1,0,11,16,0.51,0.49,12,12,0,0,1,3,4,8,"9,861,111","18,611,111",4.59,0,0,0,0,4,7,7,9,"[55.70270425, 12.572263776860414]"
685,16-17,Oct 17 2016,13,,BioNutria Park Randers,4731,Esbjerg,Lyngby,Draw,Draw,1,1,2,2,0,2,13,17,0.55,0.45,14,9,0,0,3,2,6,5,"13,055,556",3.32,"14,236,111",0,0,0,0,7,9,6,8,"[56.46607165, 10.010154126188361]"
686,16-17,Oct 21 2016,14,,Right to Dream Park,5149,AaB,Nordsjælland,Draw,Draw,1,1,1,1,0,0,17,7,0.04,0.06,9,16,0,0,1,4,12,0,1.09,"17,708,333",4.03,0,0,0,0,7,3,10,4,"[55.81619865, 12.353032590985052]"
687,16-17,Oct 21 2016,14,,MCH Arena,3326,Viborg,Silkeborg,Lost,Won,0,3,1,3,0,2,16,14,0.41,0.59,5,8,0,0,2,0,9,1,"10,277,778",3.57,"21,597,222",0,0,0,0,5,9,11,5,"[56.1169164, 8.951716477487706]"
688,16-17,Oct 22 2016,14,,Blue Water Arena,1085,Lyngby,Sønderjyske,Won,Lost,3,0,2,0,1,0,13,11,0.49,0.51,13,13,0,0,2,3,5,8,2.54,3.03,3.05,0,0,0,0,7,3,6,8,"[55.48194305, 8.438397123328269]"
689,16-17,Oct 23 2016,14,,Aalborg Portland Park,2233,Horsens,Randers,Won,Lost,3,0,1,0,0,0,7,14,"4,791,667",0.31,13,8,0,0,2,1,2,5,3.23,3.38,2.38,0,0,0,0,3,5,4,9,"[57.05203525, 9.898599342025985]"
690,16-17,Oct 23 2016,14,,Energi Viborg Arena,5825,OB,København,Lost,Won,0,3,0,3,0,1,11,15,0.59,0.41,9,17,0,0,1,1,2,5,"31,875","20,972,222",1.05,0,0,0,0,3,9,8,6,"[56.455903899999996, 9.402020349999999]"
691,16-17,Oct 23 2016,14,,Lyngby Stadion,10175,Brøndby,AGF,Won,Lost,3,0,1,0,0,0,13,10,0.45,0.55,12,15,0,0,1,2,2,4,"8,541,667",4.22,"25,625",0,0,0,0,5,3,8,7,"[55.7813228, 12.505714505112913]"
692,16-17,Oct 24 2016,14,,CASA Arena Horsens,4473,Esbjerg,Midtjylland,Lost,Won,0,3,1,3,1,1,10,17,0.57,0.43,11,11,0,0,0,1,4,6,"23,263,889","19,375","9,375",0,0,0,0,5,8,5,9,"[55.87177805, 9.8575207272862]"
693,16-17,Oct 28 2016,15,,EWII Park (Odense),2412,Silkeborg,OB,Draw,Draw,1,1,1,1,0,1,11,10,0.48,0.52,9,15,0,0,0,2,9,1,2.52,3.55,"14,444,444",0,0,0,0,6,3,5,7,"[55.397745, 10.35022492586062]"
694,16-17,Oct 28 2016,15,,Brøndby Stadion,1808,Nordsjælland,Viborg,Won,Lost,3,0,4,3,2,0,12,10,0.04,0.06,12,10,0,0,3,1,6,4,2.46,3.45,3.04,0,0,0,0,5,7,7,3,"[55.6480283, 12.4154952]"
695,16-17,Oct 29 2016,15,,Blue Water Arena,1838,Lyngby,Randers,Lost,Won,0,3,0,2,0,1,9,11,0.04,0.06,8,9,0,0,2,1,3,1,"13,611,111",3.32,"13,611,111",0,0,0,0,7,6,2,5,"[55.48194305, 8.438397123328269]"
696,16-17,Oct 30 2016,15,,MASCOT PARK (Silkeborg),4532,Sønderjyske,Horsens,Won,Lost,3,0,2,0,1,0,15,5,0.47,0.53,12,14,0,0,5,4,4,6,"10,833,333","16,736,111",4.02,0,0,0,0,7,2,8,3,"[56.184187, 9.5751522579733]"
697,16-17,Oct 30 2016,15,,Right to Dream Park,12517,Brøndby,AaB,Won,Lost,3,0,2,0,1,0,16,11,0.49,0.51,10,5,0,0,1,0,7,7,"9,097,222",4,5.29,0,0,0,0,7,4,9,7,"[55.81619865, 12.353032590985052]"
698,16-17,Oct 30 2016,15,,Lyngby Stadion,10624,Midtjylland,København,Lost,Won,0,3,1,3,0,2,10,12,0.57,0.43,12,15,0,0,0,2,3,6,"17,569,444",3.55,2.01,0,0,0,0,5,6,5,6,"[55.7813228, 12.505714505112913]"
699,16-17,Oct 31 2016,15,,Sydbank Park,4674,AGF,Esbjerg,Won,Lost,3,0,6,2,1,2,20,11,0.48,0.52,15,12,0,0,1,2,6,8,"9,375","19,027,778",5.06,0,0,0,0,13,5,7,6,"[55.2613291, 9.487707200000001]"
700,16-17,Nov 04 2016,16,,Brøndby Stadion,3012,Esbjerg,AaB,Won,Lost,3,0,3,0,2,0,9,12,"4,375",0.37,10,7,0,0,1,4,1,14,3.49,"17,222,222",2.14,0,0,0,0,7,4,2,8,"[55.6480283, 12.4154952]"
701,16-17,Nov 04 2016,16,,MCH Arena,5236,AGF,Silkeborg,Draw,Draw,1,1,0,0,0,0,9,8,0.44,0.56,17,15,0,0,2,3,4,2,"10,208,333","17,708,333",4.47,0,0,0,0,4,4,5,4,"[56.1169164, 8.951716477487706]"
702,16-17,Nov 05 2016,16,,Ceres Park,3451,Randers,Nordsjælland,Won,Lost,3,0,2,1,1,1,0,0,,,14,10,0,0,1,1,1,1,"10,138,889",3.57,4.08,0,0,0,0,0,0,0,0,"[56.1327356, 10.196762]"
703,16-17,Nov 06 2016,16,,Blue Water Arena,4812,OB,Lyngby,Lost,Won,0,3,1,2,0,1,17,10,0.47,0.53,13,15,0,0,4,4,7,5,2.36,3.36,3.29,0,0,0,0,11,3,6,7,"[55.48194305, 8.438397123328269]"
704,16-17,Nov 06 2016,16,,Ceres Park,1962,Horsens,Midtjylland,Lost,Won,0,3,1,5,1,2,13,14,"4,375",0.37,14,11,0,0,0,1,5,8,"21,736,111","18,125","9,791,667",0,0,0,0,6,9,7,5,"[56.1327356, 10.196762]"
705,16-17,Nov 06 2016,16,,BioNutria Park Randers,4311,Viborg,Brøndby,Lost,Won,0,3,1,2,0,1,10,14,0.59,0.41,4,7,0,0,1,0,3,6,4.56,"17,291,667","10,208,333",0,0,0,0,3,9,7,5,"[56.46607165, 10.010154126188361]"
706,16-17,Nov 06 2016,16,,EWII Park (Odense),10143,København,Sønderjyske,Won,Lost,3,0,4,0,3,0,20,10,0.04,0.06,9,5,0,0,1,2,5,2,1.38,5.13,9.26,0,0,0,0,8,3,12,7,"[55.397745, 10.35022492586062]"
707,16-17,Nov 18 2016,17,,CASA Arena Horsens,1282,Lyngby,Horsens,Lost,Won,0,3,0,1,0,0,16,10,0.04,0.06,6,10,0,0,0,3,10,4,2.13,3.43,"17,916,667",0,0,0,0,5,3,11,7,"[55.87177805, 9.8575207272862]"
708,16-17,Nov 18 2016,17,,Energi Viborg Arena,7284,AaB,København,Lost,Won,0,3,1,2,1,2,7,10,0.54,0.46,7,13,0,0,1,2,5,5,"26,736,111",3.09,"8,819,444",0,0,0,0,3,6,4,4,"[56.455903899999996, 9.402020349999999]"
709,16-17,Nov 19 2016,17,,Telia Parken,3483,Nordsjælland,AGF,Won,Lost,3,0,3,2,2,1,11,16,0.05,0.05,13,15,0,0,2,2,5,6,"12,638,889",3.41,"14,236,111",0,0,0,0,9,6,2,10,"[55.70270425, 12.572263776860414]"
710,16-17,Nov 20 2016,17,,Lyngby Stadion,4857,Randers,Viborg,Won,Lost,3,0,2,1,1,1,0,0,,,6,9,0,0,0,2,6,7,"9,652,778","17,638,889",5,0,0,0,0,0,0,0,0,"[55.7813228, 12.505714505112913]"
711,16-17,Nov 20 2016,17,,Aalborg Portland Park,6815,OB,Brøndby,Won,Lost,3,0,1,0,1,0,16,22,"4,236,111",0.39,13,16,0,0,3,2,6,9,4.12,"17,152,778","10,833,333",0,0,0,0,7,5,9,17,"[57.05203525, 9.898599342025985]"
712,16-17,Nov 20 2016,17,,Right to Dream Park,3322,Sønderjyske,Midtjylland,Won,Lost,3,0,1,0,0,0,22,5,0.38,"4,305,556",8,12,0,1,1,3,14,7,4.12,"17,083,333","10,833,333",0,0,0,0,4,0,18,5,"[55.81619865, 12.353032590985052]"
713,16-17,Nov 21 2016,17,,BioNutria Park Randers,2191,Silkeborg,Esbjerg,Won,Lost,3,0,3,0,2,0,11,7,,,11,9,0,0,1,1,1,10,2.17,3.52,3.56,0,0,0,0,6,3,5,4,"[56.46607165, 10.010154126188361]"
714,16-17,Nov 25 2016,18,,EWII Park (Odense),3929,AaB,Randers,Won,Lost,3,0,2,1,2,0,9,14,0.59,0.41,12,13,0,0,0,1,4,5,2.55,3.36,"15,069,444",0,0,0,0,5,6,4,8,"[55.397745, 10.35022492586062]"
715,16-17,Nov 25 2016,18,,Sydbank Park,2422,Horsens,AGF,Lost,Won,0,3,1,5,0,3,10,15,0.47,0.53,9,11,0,0,1,0,7,0,3.07,3.44,2.45,0,0,0,0,3,7,7,8,"[55.2613291, 9.487707200000001]"
716,16-17,Nov 26 2016,18,,MASCOT PARK (Silkeborg),1740,Viborg,Sønderjyske,Draw,Draw,1,1,2,2,1,1,14,10,0.53,0.47,13,9,0,0,1,3,1,2,2.56,3.39,"14,930,556",0,0,0,0,8,8,6,2,"[56.184187, 9.5751522579733]"
717,16-17,Nov 26 2016,18,,Aalborg Portland Park,4649,Lyngby,København,Lost,Won,0,3,0,1,0,1,12,16,0.05,0.05,19,11,0,0,2,3,3,4,"33,680,556",4.51,1.49,0,0,0,0,6,6,6,10,"[57.05203525, 9.898599342025985]"
718,16-17,Nov 27 2016,18,,CASA Arena Horsens,3166,Esbjerg,Nordsjælland,Draw,Draw,1,1,2,2,0,1,12,11,0.54,0.46,8,14,0,0,0,3,5,8,"14,513,889",3.47,2.56,0,0,0,0,7,8,5,3,"[55.87177805, 9.8575207272862]"
719,16-17,Nov 27 2016,18,,Energi Viborg Arena,7757,Brøndby,Silkeborg,Won,Lost,3,0,3,1,1,0,12,9,0.44,0.56,12,12,0,0,2,0,6,4,1.45,"22,569,444","35,069,444",0,0,0,0,7,2,5,7,"[56.455903899999996, 9.402020349999999]"
720,16-17,Nov 28 2016,18,,Lyngby Stadion,6242,Midtjylland,OB,Won,Lost,3,0,1,0,1,0,9,13,0.05,0.05,18,11,0,0,1,1,2,2,1.49,"21,041,667",7.18,0,0,0,0,5,3,4,10,"[55.7813228, 12.505714505112913]"
721,16-17,Nov 29 2016,19,,Blue Water Arena,4267,AGF,Lyngby,Lost,Won,0,3,0,1,0,0,19,9,0.48,0.52,16,10,0,1,3,3,9,0,2.11,3.58,"17,222,222",0,0,0,0,14,6,5,3,"[55.48194305, 8.438397123328269]"
722,16-17,Nov 29 2016,19,,Brøndby Stadion,3847,Sønderjyske,AaB,Draw,Draw,1,1,1,1,1,0,13,8,0.46,0.54,15,13,0,0,3,5,8,2,2.43,3.45,3.09,0,0,0,0,6,5,7,3,"[55.6480283, 12.4154952]"
723,16-17,Nov 29 2016,19,,MCH Arena,7368,København,Viborg,Won,Lost,3,0,4,0,2,0,11,11,0.39,"4,236,111",8,17,0,0,0,0,5,5,1.03,"26,180,556","44,375",0,0,0,0,8,3,3,8,"[56.1169164, 8.951716477487706]"
724,16-17,Nov 30 2016,19,,Ceres Park,1315,Nordsjælland,Horsens,Won,Lost,3,0,2,1,0,1,15,13,0.34,"4,583,333",8,12,0,0,2,1,6,4,"10,555,556","17,222,222",4.31,0,0,0,0,7,3,8,10,"[56.1327356, 10.196762]"
725,16-17,Nov 30 2016,19,,Sydbank Park,5259,Randers,Brøndby,Lost,Won,0,3,0,1,0,0,12,9,0.51,0.49,12,14,0,0,0,0,7,2,3.02,3.44,2.48,0,0,0,0,5,5,7,4,"[55.2613291, 9.487707200000001]"
726,16-17,Dec 01 2016,19,,Telia Parken,3943,Silkeborg,Midtjylland,Won,Lost,3,0,2,1,0,0,12,18,"4,305,556",0.38,9,10,0,0,2,2,1,5,4.34,"17,708,333","10,347,222",0,0,0,0,3,5,9,13,"[55.70270425, 12.572263776860414]"
727,16-17,Dec 01 2016,19,,Right to Dream Park,4836,OB,Esbjerg,Lost,Won,0,3,0,1,0,0,20,7,0.37,"4,375",9,11,0,0,3,1,6,2,"9,583,333","18,680,556",225,0,0,0,0,9,5,11,2,"[55.81619865, 12.353032590985052]"
728,16-17,Dec 03 2016,20,,BioNutria Park Randers,1044,Horsens,Viborg,Lost,Won,0,3,1,2,0,1,15,14,0.51,0.49,9,15,0,0,1,0,4,3,"12,847,222",3.41,"14,027,778",0,0,0,0,4,4,11,10,"[56.46607165, 10.010154126188361]"
729,16-17,Dec 03 2016,20,,MASCOT PARK (Silkeborg),12069,København,Randers,Won,Lost,3,0,1,0,1,0,15,9,0.45,0.55,8,22,0,0,0,1,2,1,1.46,"20,972,222",8.19,0,0,0,0,8,3,7,6,"[56.184187, 9.5751522579733]"
730,16-17,Dec 04 2016,20,,EWII Park (Odense),2501,Nordsjælland,OB,Lost,Won,0,3,0,1,0,0,5,7,0.48,0.52,13,15,0,0,1,3,5,3,2.51,3.53,"14,652,778",0,0,0,0,3,4,2,3,"[55.397745, 10.35022492586062]"
731,16-17,Dec 04 2016,20,,CASA Arena Horsens,5096,Esbjerg,Brøndby,Draw,Draw,1,1,1,1,0,0,10,20,0.59,0.41,16,16,0,0,1,2,5,11,"2,625",4.01,875,0,0,0,0,4,5,6,15,"[55.87177805, 9.8575207272862]"
732,16-17,Dec 04 2016,20,,Telia Parken,6135,Midtjylland,AGF,Lost,Won,0,3,0,1,0,0,14,8,0.45,0.55,11,14,0,0,0,1,6,4,"8,958,333",4.03,5.04,0,0,0,0,6,4,8,4,"[55.70270425, 12.572263776860414]"
733,16-17,Dec 05 2016,20,,Right to Dream Park,3957,Silkeborg,Sønderjyske,Draw,Draw,1,1,1,1,1,1,9,4,0.53,0.47,11,11,0,0,0,1,7,2,"12,847,222",3.41,"14,027,778",0,0,0,0,3,2,6,2,"[55.81619865, 12.353032590985052]"
734,16-17,Dec 05 2016,20,,Blue Water Arena,4024,AaB,Lyngby,Won,Lost,3,0,1,0,1,0,10,19,0.53,0.47,10,10,0,0,2,1,5,2,2.07,3.54,"18,402,778",0,0,0,0,5,4,5,15,"[55.48194305, 8.438397123328269]"
735,16-17,Dec 09 2016,21,,MCH Arena,1316,Horsens,AaB,Won,Lost,3,0,3,0,1,0,17,13,0.54,0.46,16,9,0,0,2,1,2,2,3.11,3.57,2.36,0,0,0,0,6,3,11,10,"[56.1169164, 8.951716477487706]"
736,16-17,Dec 09 2016,21,,MASCOT PARK (Silkeborg),4952,Sønderjyske,Nordsjælland,Draw,Draw,1,1,0,0,0,0,12,9,0.53,0.47,12,16,0,0,1,3,1,3,2.19,3.52,3.53,0,0,0,0,5,3,7,6,"[56.184187, 9.5751522579733]"
737,16-17,Dec 10 2016,21,,Aalborg Portland Park,2036,Lyngby,Silkeborg,Draw,Draw,1,1,1,1,1,1,16,9,0.04,0.06,11,11,0,0,1,1,6,6,2.28,3.47,3.34,0,0,0,0,6,5,10,4,"[57.05203525, 9.898599342025985]"
738,16-17,Dec 11 2016,21,,CASA Arena Horsens,4923,Randers,Esbjerg,Lost,Won,0,3,0,2,0,1,15,8,0.33,"4,652,778",16,12,0,0,2,1,11,1,1.53,4.53,"29,513,889",0,0,0,0,3,5,12,3,"[55.87177805, 9.8575207272862]"
739,16-17,Dec 11 2016,21,,Sydbank Park,9114,AGF,København,Lost,Won,0,3,0,1,0,1,11,6,0.56,0.44,21,14,0,1,0,2,4,7,0,0,0,0,0,0,0,4,5,7,1,"[55.2613291, 9.487707200000001]"
740,16-17,Dec 11 2016,21,,Lyngby Stadion,11061,Brøndby,Midtjylland,Won,Lost,3,0,2,1,1,1,20,9,0.42,0.58,10,14,0,0,0,1,12,2,2.09,"16,944,444","17,083,333",0,0,0,0,8,3,12,6,"[55.7813228, 12.505714505112913]"
741,16-17,Dec 12 2016,21,,BioNutria Park Randers,3710,Viborg,OB,Draw,Draw,1,1,1,1,1,0,10,12,0.58,0.42,11,9,0,0,1,0,6,5,2.27,3.48,3.37,0,0,0,0,4,6,6,6,"[56.46607165, 10.010154126188361]"
742,16-17,Feb 17 2017,22,,Ceres Park,2688,Nordsjælland,Lyngby,Lost,Won,0,3,0,1,0,1,15,7,0.38,"4,305,556",13,18,0,0,4,4,11,1,2.25,3.48,3.41,0,0,0,0,2,4,13,3,"[56.1327356, 10.196762]"
743,16-17,Feb 17 2017,22,,Brøndby Stadion,4540,Esbjerg,Sønderjyske,Won,Lost,3,0,3,0,0,0,13,19,0.52,0.48,15,11,0,0,3,2,3,4,"15,208,333",3.44,2.05,0,0,0,0,6,12,7,7,"[55.6480283, 12.4154952]"
744,16-17,Feb 18 2017,22,,Energi Viborg Arena,2764,Silkeborg,Horsens,Won,Lost,3,0,1,0,0,0,19,10,0.46,0.54,11,14,0,0,1,1,7,6,2.16,3.45,"17,152,778",0,0,0,0,7,0,12,10,"[56.455903899999996, 9.402020349999999]"
745,16-17,Feb 19 2017,22,,Right to Dream Park,26686,København,Brøndby,Draw,Draw,1,1,0,0,0,0,8,12,0.44,0.56,14,18,0,0,4,4,5,9,"9,791,667","18,125","21,805,556",0,0,0,0,3,4,5,8,"[55.81619865, 12.353032590985052]"
746,16-17,Feb 19 2017,22,,Blue Water Arena,7547,AGF,AaB,Lost,Won,0,3,1,2,0,0,13,9,0.54,0.46,27.00.00,11,0,0,5,4,4,7,2.13,3.45,"17,777,778",0,0,0,0,8,5,5,4,"[55.48194305, 8.438397123328269]"
747,16-17,Feb 19 2017,22,,MASCOT PARK (Silkeborg),7909,Midtjylland,Viborg,Draw,Draw,1,1,0,0,0,0,12,9,0.48,0.52,12,12,1,0,4,3,11,6,1.46,4.57,8.02,0,0,0,0,4,2,8,7,"[56.184187, 9.5751522579733]"
748,16-17,Feb 20 2017,22,,Telia Parken,3452,OB,Randers,Won,Lost,3,0,3,0,1,0,10,10,0.47,0.53,13,9,0,0,1,1,1,3,"14,097,222",3.27,"13,402,778",0,0,0,0,5,5,5,5,"[55.70270425, 12.572263776860414]"
749,16-17,Feb 24 2017,23,,Ceres Park,3941,Randers,Midtjylland,Lost,Won,0,3,0,2,0,1,13,15,0.45,0.55,12,17,0,0,1,3,6,5,"14,236,111",3.28,"13,263,889",0,0,0,0,6,8,7,7,"[56.1327356, 10.196762]"
750,16-17,Feb 25 2017,23,,MCH Arena,2179,Horsens,OB,Draw,Draw,1,1,1,1,1,0,9,15,"4,583,333",0.34,13,12,0,0,2,2,2,5,"13,263,889",3.26,"14,305,556",0,0,0,0,5,5,4,10,"[56.1169164, 8.951716477487706]"
751,16-17,Feb 26 2017,23,,EWII Park (Odense),5310,AaB,Silkeborg,Won,Lost,3,0,3,0,3,0,10,13,0.49,0.51,10,11,0,0,3,0,4,1,2,3.52,4.17,0,0,0,0,6,3,4,10,"[55.397745, 10.35022492586062]"
752,16-17,Feb 26 2017,23,,BioNutria Park Randers,3716,Nordsjælland,København,Draw,Draw,1,1,1,1,0,0,8,16,0.58,0.42,15,14,0,0,2,3,3,8,"27,152,778",4.09,"8,541,667",0,0,0,0,2,6,6,10,"[56.46607165, 10.010154126188361]"
753,16-17,Feb 26 2017,23,,CASA Arena Horsens,6038,Sønderjyske,Brøndby,Lost,Won,0,3,1,2,1,2,26.00.00,10,0.54,0.46,10,8,0,0,3,2,8,4,"16,944,444",3.56,2.13,0,0,0,0,14,6,12,4,"[55.87177805, 9.8575207272862]"
754,16-17,Feb 27 2017,23,,Aalborg Portland Park,1224,Lyngby,Esbjerg,Draw,Draw,1,1,0,0,0,0,7,10,0.04,0.06,7,8,0,0,1,2,10,2,2.06,3.42,4.05,0,0,0,0,4,2,3,8,"[57.05203525, 9.898599342025985]"
755,16-17,Feb 27 2017,23,,Right to Dream Park,3112,Viborg,AGF,Draw,Draw,1,1,1,1,0,1,7,15,0.42,0.58,15,14,0,0,2,1,5,3,2.55,3.34,3,0,0,0,0,3,5,4,10,"[55.81619865, 12.353032590985052]"
