index,season,date,matchday,referee,stadium_name,attendance,h_team,a_team,h_result,a_result,h_points,a_points,h_goals,a_goals,h_ht_goals,a_ht_goals,a_possession,h_possession,h_fouls,a_fouls,h_red,a_red,h_yellow,a_yellow,h_corners,a_corners,h_odds,draw_odds,a_odds,h_pre_xg,a_pre_xg,h_xg,a_xg,h_shots_on,a_shots_on,h_shots_off,a_shots_off,h_total_shots,a_total_shots,gps,lon,lat,reg,city
1780,21-22,Aug 08 2021,4,Michael Tykgaard,Cepheus Park Randers (Randers),1,Randers,Sonderjyske,Won,Lost,3,0,1,0,1,0,59,41,5,9,0,0,2,1,6,4,1.62,3.75,5.5,1.88,1.16,2.05,1.9,8,6,10,11,18,17,"[56.46607165, 10.010154126188361, 'Region Midtjylland']",56.46607165,10.01015413,Region Midtjylland,Randers
1781,21-22,Aug 08 2021,4,Mads-Kristoffer Kristoffersen,Parken (Kobenhavn),1,Kobenhavn,Brondby,Won,Lost,3,0,4,2,2,1,58,42,9,10,0,0,3,3,3,5,1.82,3.65,3.85,1.53,1.8,1.85,1.25,9,4,6,7,15,11,"[55.70270425, 12.572263776860414, 'Region Hovedstaden']",55.70270425,12.57226378,Region Hovedstaden,Kobenhavn
1782,21-22,Aug 08 2021,4,JÂorgen Daugbjerg Burchardt,Aalborg Portland Park (Aalborg),1,AaB,AGF,Won,Lost,3,0,2,0,1,0,53,47,21,15,0,0,2,4,5,9,2.33,3.2,2.95,0.6,0.88,1.07,1.87,4,6,4,11,8,17,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
1783,21-22,Aug 09 2021,4,Sandi Putros,Right to Dream Park (Farum),1,Nordsjaelland,OB,Won,Lost,3,0,3,1,1,0,53,47,11,9,0,0,1,2,4,7,2.75,3.5,2.4,1.83,1.5,1.75,1.01,6,4,9,3,15,7,"[55.81619865, 12.353032590985052, 'Region Hovedstaden']",55.81619865,12.35303259,Region Hovedstaden,Farum
1784,21-22,Aug 13 2021,5,Morten Krogh,Sydbank Park (Haderslev),1,Sonderjyske,Midtjylland,Lost,Won,0,3,0,2,0,1,39,61,9,9,0,1,2,1,7,8,5.5,3.65,1.65,1.19,1.89,1.66,1.59,6,5,8,10,14,15,"[55.2613291, 9.487707200000001, 'Region Syddanmark']",55.2613291,9.4877072,Region Syddanmark,Haderslev
1785,21-22,Aug 13 2021,5,Aydin Uslu,Energi Viborg Arena (Viborg),5085,Viborg,Randers,Lost,Won,0,3,1,2,1,2,44,56,5,5,0,0,4,1,7,5,3.35,3.25,2.15,1.4,1.49,3.2,1.58,10,7,22,4,32,11,"[56.455903899999996, 9.402020349999999, 'Region Midtjylland']",56.4559039,9.40202035,Region Midtjylland,Viborg
1786,21-22,Aug 13 2021,5,Peter KjÂaersgaard-Andersen,Brondby Stadion (Brondby),1,Brondby,Nordsjaelland,Lost,Won,0,3,0,1,0,0,42,58,5,15,0,0,1,4,7,5,2.35,3.55,2.75,1.28,2.01,1.45,1.08,5,2,5,8,10,10,"[55.6480283, 12.4154952, 'Region Hovedstaden']",55.6480283,12.4154952,Region Hovedstaden,Brondby Kommune
1787,21-22,Aug 15 2021,5,Jonas Hansen,Nature Energy Park (Odense),1,OB,Silkeborg,Draw,Draw,1,1,1,1,0,0,61,39,7,11,0,0,1,2,6,5,2.1,3.4,3.35,2.19,1.46,1.22,2.07,3,7,8,11,11,18,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
1788,21-22,Aug 15 2021,5,Jakob A. Sundberg,Ceres Park & Arena (Aarhus),1,AGF,Kobenhavn,Lost,Won,0,3,1,3,0,2,50,50,9,15,0,0,1,4,3,6,3.4,3.5,2.05,1.52,1.74,1.51,1.75,4,9,8,5,12,14,"[56.1316074, 10.19619137741853, 'Region Midtjylland']",56.1316074,10.19619138,Region Midtjylland,Aarhus
1789,21-22,Aug 16 2021,5,Jakob Kehlet,Vejle Stadion (Vejle),1,Vejle,AaB,Lost,Won,0,3,0,1,0,1,50,50,9,15,0,0,1,2,7,7,3.25,3.45,2.1,1.55,1.63,1.14,2.46,3,8,8,15,11,23,"[55.71372409999999, 9.556157838024756, 'Region Syddanmark']",55.7137241,9.556157838,Region Syddanmark,Vejle
1790,21-22,Aug 20 2021,6,Mads-Kristoffer Kristoffersen,MCH Arena (Herning),1,Midtjylland,Silkeborg,Won,Lost,3,0,3,0,2,0,59,41,5,5,0,0,0,2,3,5,1.5,4.35,6,2.44,1.77,1.99,1.44,8,4,9,9,17,13,"[56.1169164, 8.951716477487706, 'Region Midtjylland']",56.1169164,8.951716477,Region Midtjylland,Herning
1791,21-22,Aug 21 2021,6,JÂorgen Daugbjerg Burchardt,Nature Energy Park (Odense),1,OB,Brondby,Draw,Draw,1,1,2,2,0,2,49,51,8,8,0,0,0,2,4,6,2.33,3.16,2.76,1.7,1.61,2.15,1.47,5,4,17,11,22,15,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
1792,21-22,Aug 22 2021,6,Mikkel Redder,Cepheus Park Randers (Randers),1,Randers,AaB,Draw,Draw,1,1,1,1,1,1,55,45,14,7,0,0,6,3,4,4,2.4,3.3,2.8,1.97,1.91,1.24,1.3,5,4,5,7,10,11,"[56.46607165, 10.010154126188361, 'Region Midtjylland']",56.46607165,10.01015413,Region Midtjylland,Randers
1793,21-22,Aug 22 2021,6,Peter KjÂaersgaard-Andersen,Parken (Kobenhavn),1,Kobenhavn,Sonderjyske,Won,Lost,3,0,2,0,0,0,34,66,6,13,0,0,1,1,5,2,1.29,5.5,10,1.64,1.53,2.37,1.18,9,4,12,6,21,10,"[55.70270425, 12.572263776860414, 'Region Hovedstaden']",55.70270425,12.57226378,Region Hovedstaden,Kobenhavn
1794,21-22,Aug 22 2021,6,Michael Tykgaard,Energi Viborg Arena (Viborg),5095,Viborg,AGF,Won,Lost,3,0,2,0,2,0,53,47,11,16,0,0,4,2,8,4,2.5,3.15,2.8,2.3,1.37,2.28,1.78,9,3,11,15,20,18,"[56.455903899999996, 9.402020349999999, 'Region Midtjylland']",56.4559039,9.40202035,Region Midtjylland,Viborg
1795,21-22,Aug 23 2021,6,Anders Poulsen,Right to Dream Park (Farum),1,Nordsjaelland,Vejle,Won,Lost,3,0,3,1,2,0,42,58,12,10,0,0,0,2,4,2,1.71,3.8,4.4,1.8,1.17,1.79,1.53,8,8,5,4,13,12,"[55.81619865, 12.353032590985052, 'Region Hovedstaden']",55.81619865,12.35303259,Region Hovedstaden,Farum
1796,21-22,Aug 27 2021,7,Aydin Uslu,Aalborg Portland Park (Aalborg),1,AaB,Nordsjaelland,Won,Lost,3,0,2,1,1,1,61,39,14,12,0,0,2,1,4,5,2.15,3.35,3.25,0.83,1.55,1.36,1.38,6,4,6,7,12,11,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
1797,21-22,Aug 29 2021,7,Jens Maae,Sydbank Park (Haderslev),1,Sonderjyske,Viborg,Draw,Draw,1,1,2,2,1,1,49,51,7,19,0,0,0,5,5,5,3.5,3.35,2.05,1.35,1.79,2.48,1.62,6,6,20,8,26,14,"[55.2613291, 9.487707200000001, 'Region Syddanmark']",55.2613291,9.4877072,Region Syddanmark,Haderslev
1798,21-22,Aug 29 2021,7,Jakob Kehlet,JYSK park (Silkeborg),1,Silkeborg,Randers,Won,Lost,3,0,2,1,1,0,49,51,4,3,0,0,0,1,0,4,2.55,3.5,2.55,1.63,1.52,1.55,2.46,5,9,7,9,12,18,"[56.184187, 9.5751522579733, 'Region Midtjylland']",56.184187,9.575152258,Region Midtjylland,Silkeborg
1799,21-22,Aug 29 2021,7,Jonas Hansen,Vejle Stadion (Vejle),1,Vejle,Kobenhavn,Lost,Won,0,3,0,4,0,2,73,27,11,8,0,0,1,2,1,4,7.25,4.85,1.38,1.41,1.74,0.57,2.77,2,12,2,12,4,24,"[55.71372409999999, 9.556157838024756, 'Region Syddanmark']",55.7137241,9.556157838,Region Syddanmark,Vejle
1800,21-22,Aug 29 2021,7,Morten Krogh,Ceres Park & Arena (Aarhus),1,AGF,OB,Draw,Draw,1,1,2,2,2,1,66,34,17,18,0,0,5,5,4,6,2.2,2.7,3.29,1.51,1.34,1.43,1.64,5,5,7,10,12,15,"[56.1316074, 10.19619137741853, 'Region Midtjylland']",56.1316074,10.19619138,Region Midtjylland,Aarhus
1801,21-22,Aug 29 2021,7,Sandi Putros,Brondby Stadion (Brondby),1,Brondby,Midtjylland,Won,Lost,3,0,2,0,0,0,53,47,11,14,0,0,0,2,4,3,3.1,3.45,2.2,1.37,1.79,1.3,1.83,6,6,4,12,10,18,"[55.6480283, 12.4154952, 'Region Hovedstaden']",55.6480283,12.4154952,Region Hovedstaden,Brondby Kommune
1802,21-22,Sep 10 2021,8,Mikkel Redder,MCH Arena (Herning),1,Midtjylland,Nordsjaelland,Won,Lost,3,0,2,0,0,0,59,41,5,14,0,0,1,2,2,4,1.42,4.85,6.75,2.29,1.49,1.71,1.46,8,6,7,6,15,12,"[56.1169164, 8.951716477487706, 'Region Midtjylland']",56.1169164,8.951716477,Region Midtjylland,Herning
1803,21-22,Sep 10 2021,8,Mads-Kristoffer Kristoffersen,Brondby Stadion (Brondby),1,Brondby,Silkeborg,Draw,Draw,1,1,1,1,1,1,45,55,3,4,0,0,1,1,5,2,1.87,3.65,3.85,1.34,1.66,2.5,1.88,8,9,12,6,20,15,"[55.6480283, 12.4154952, 'Region Hovedstaden']",55.6480283,12.4154952,Region Hovedstaden,Brondby Kommune
1804,21-22,Sep 12 2021,8,Peter KjÂaersgaard-Andersen,Energi Viborg Arena (Viborg),1,Viborg,AaB,Lost,Won,0,3,2,3,1,1,47,53,9,8,0,0,2,1,11,8,2.25,3.55,2.95,2.29,1.76,2.03,1.82,8,7,11,11,19,18,"[56.455903899999996, 9.402020349999999, 'Region Midtjylland']",56.4559039,9.40202035,Region Midtjylland,Viborg
1805,21-22,Sep 12 2021,8,Sandi Putros,Cepheus Park Randers (Randers),1,Randers,Kobenhavn,Lost,Won,0,3,0,2,0,1,47,53,11,7,0,0,1,1,7,3,3.7,3.65,1.91,1.72,2.08,1.32,1.18,3,5,9,5,12,10,"[56.46607165, 10.010154126188361, 'Region Midtjylland']",56.46607165,10.01015413,Region Midtjylland,Randers
1806,21-22,Sep 12 2021,8,Michael Tykgaard,Ceres Park & Arena (Aarhus),1,AGF,Vejle,Won,Lost,3,0,1,0,0,0,55,45,11,15,0,0,0,3,6,3,1.82,3.4,4.5,1.49,1.29,1.92,1.67,8,4,8,12,16,16,"[56.1316074, 10.19619137741853, 'Region Midtjylland']",56.1316074,10.19619138,Region Midtjylland,Aarhus
1807,21-22,Sep 13 2021,8,Anders Poulsen,Nature Energy Park (Odense),1,OB,Sonderjyske,Won,Lost,3,0,2,1,2,1,54,46,5,13,0,0,1,3,5,5,1.71,3.8,4.4,1.85,1.41,1.44,2.14,4,8,9,10,13,18,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
1808,21-22,Sep 17 2021,9,Jens Maae,Aalborg Portland Park (Aalborg),1,AaB,OB,Won,Lost,3,0,2,0,0,0,45,55,11,6,0,0,6,3,12,0,1.95,3.55,3.65,1.01,1.41,2.22,1.05,7,3,13,7,20,10,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
1809,21-22,Sep 19 2021,9,Aydin Uslu,Vejle Stadion (Vejle),1,Vejle,Viborg,Draw,Draw,1,1,1,1,1,1,55,45,5,14,0,0,1,1,3,5,3.8,3.7,1.87,1.2,1.75,1.75,1.5,2,3,18,13,20,16,"[55.71372409999999, 9.556157838024756, 'Region Syddanmark']",55.7137241,9.556157838,Region Syddanmark,Vejle
1810,21-22,Sep 19 2021,9,Jakob A. Sundberg,Cepheus Park Randers (Randers),1,Randers,Nordsjaelland,Won,Lost,3,0,3,2,3,2,54,46,13,8,0,0,1,2,8,11,2.4,3.35,2.85,1.62,1.48,2.17,1.78,7,6,14,9,21,15,"[56.46607165, 10.010154126188361, 'Region Midtjylland']",56.46607165,10.01015413,Region Midtjylland,Randers
1811,21-22,Sep 19 2021,9,Morten Krogh,Sydbank Park (Haderslev),1,Sonderjyske,Brondby,Won,Lost,3,0,1,0,0,0,67,33,13,10,0,0,2,5,5,6,3.3,3.65,2.05,1.63,1.58,1.94,1.47,7,3,13,9,20,12,"[55.2613291, 9.487707200000001, 'Region Syddanmark']",55.2613291,9.4877072,Region Syddanmark,Haderslev
1812,21-22,Sep 19 2021,9,Jakob Kehlet,Parken (Kobenhavn),34358,Kobenhavn,Midtjylland,Lost,Won,0,3,0,1,0,0,28,72,13,6,0,1,3,1,3,2,1.95,3.45,3.65,1.82,1.8,1.79,1.03,6,3,9,6,15,9,"[55.70270425, 12.572263776860414, 'Region Hovedstaden']",55.70270425,12.57226378,Region Hovedstaden,Kobenhavn
1813,21-22,Sep 20 2021,9,JÂorgen Daugbjerg Burchardt,JYSK park (Silkeborg),1,Silkeborg,AGF,Lost,Won,0,3,0,2,0,0,33,67,8,20,0,0,2,3,3,6,2.5,3.4,2.7,1.61,1.51,1.35,1.21,2,5,10,3,12,8,"[56.184187, 9.5751522579733, 'Region Midtjylland']",56.184187,9.575152258,Region Midtjylland,Silkeborg
1814,21-22,Sep 26 2021,10,JÂorgen Daugbjerg Burchardt,MCH Arena (Herning),1,Midtjylland,Randers,Won,Lost,3,0,1,0,1,0,58,42,9,12,0,0,2,3,3,8,1.57,4.1,5.25,2.15,1.75,1.13,1.76,3,5,7,9,10,14,"[56.1169164, 8.951716477487706, 'Region Midtjylland']",56.1169164,8.951716477,Region Midtjylland,Herning
1815,21-22,Sep 26 2021,10,Jakob Kehlet,Energi Viborg Arena (Viborg),1,Viborg,OB,Draw,Draw,1,1,1,1,1,0,44,56,13,9,0,0,2,2,3,4,2.2,3.45,3.1,2.23,1.34,2.05,1.39,7,4,11,10,18,14,"[56.455903899999996, 9.402020349999999, 'Region Midtjylland']",56.4559039,9.40202035,Region Midtjylland,Viborg
1816,21-22,Sep 26 2021,10,Mads-Kristoffer Kristoffersen,Right to Dream Park (Farum),1,Nordsjaelland,Kobenhavn,Lost,Won,0,3,1,5,0,1,43,57,7,10,0,0,0,3,4,3,4.1,4,1.74,1.8,1.86,1.52,1.57,4,7,10,6,14,13,"[55.81619865, 12.353032590985052, 'Region Hovedstaden']",55.81619865,12.35303259,Region Hovedstaden,Farum
1817,21-22,Sep 26 2021,10,Sandi Putros,Brondby Stadion (Brondby),1,Brondby,AaB,Won,Lost,3,0,2,1,0,1,48,52,4,10,0,0,0,3,3,3,2.2,3.2,2.87,1.63,1.77,1.71,0.81,6,2,9,5,15,7,"[55.6480283, 12.4154952, 'Region Hovedstaden']",55.6480283,12.4154952,Region Hovedstaden,Brondby Kommune
1818,21-22,Sep 26 2021,10,Mikkel Redder,Vejle Stadion (Vejle),1,Vejle,Silkeborg,Lost,Won,0,3,2,4,2,3,59,41,7,6,0,0,4,0,5,1,3.3,3.25,2,1.31,1.71,1.36,1.71,3,7,10,8,13,15,"[55.71372409999999, 9.556157838024756, 'Region Syddanmark']",55.7137241,9.556157838,Region Syddanmark,Vejle
1819,21-22,Sep 27 2021,10,Jonas Hansen,Ceres Park & Arena (Aarhus),1,AGF,Sonderjyske,Won,Lost,3,0,1,0,1,0,54,46,15,14,0,0,5,3,8,5,1.83,3.6,4.1,1.58,1.59,2.36,1.19,9,0,13,15,22,15,"[56.1316074, 10.19619137741853, 'Region Midtjylland']",56.1316074,10.19619138,Region Midtjylland,Aarhus
1820,21-22,Oct 01 2021,11,Jakob A. Sundberg,Nature Energy Park (Odense),1,OB,Vejle,Won,Lost,3,0,6,0,4,0,53,47,12,12,0,0,2,3,4,6,1.62,4.1,5,1.75,1.38,2.16,1.35,11,3,7,8,18,11,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
1821,21-22,Oct 03 2021,11,Mikkel Redder,Aalborg Portland Park (Aalborg),1,AaB,Sonderjyske,Won,Lost,3,0,4,0,2,0,48,52,13,6,0,0,1,3,6,6,1.67,3.9,4.8,1.31,1.51,2.4,1.24,11,2,9,10,20,12,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
